Date,HomeTeam,AwayTeam,home_lineup_names,away_lineup_names
2010-01-24,Real Madrid,Málaga,"['Iker Casillas', 'Sergio Ramos', 'Raúl Albiol', 'Ezequiel Garay', 'Álvaro Arbeloa', 'Kaká', 'Xabi Alonso', 'Lassana Diarra', 'Guti', 'Cristiano Ronaldo', 'Karim Benzema']","['Gustavo Munúa', 'Patrick Mtiliga', 'Weligton', 'Jesús Gámez', 'Iván González', 'Fernando', 'Duda', 'Selim Benachour', 'Javier López', 'Toribio', 'Felipe Caicedo']"
2010-01-30,Espanyol,Athletic,"['Cristian Álvarez', 'Javier Chica', 'Nicolás Pareja', 'Dídac Vilà', 'Víctor Ruiz', 'Joan Verdú', 'Javi Márquez', 'Raúl Baena', 'Luis García', 'Pablo Osvaldo', 'José Callejón']","['Gorka Iraizoz', 'Andoni Iraola', 'Ustaritz', 'Fernando Amorebieta', 'Koikili', 'Carlos Gurpegui', 'Pablo Orbaiz', 'Ander Iturraspe', 'Francisco Yeste', 'Fernando Llorente', 'Gaizka Toquero']"
2010-01-30,Real Sporting,Barcelona,"['Juan Pablo', 'Gregory', 'Canella', 'Alberto Botía', 'Lora', 'Rivera', 'Carmelo', 'Portilla', 'Miguel De Las Cuevas', 'Luis Morán', 'Mate Bilic']","['Víctor Valdés', 'Carles Puyol', 'Rafael Márquez', 'Éric-Sylvain Abidal', 'Gerard Piqué', 'Andrés Iniesta', 'Xavi', 'Sergio Busquets', 'Lionel Messi', 'Zlatan Ibrahimovic', 'Pedro']"
2010-01-30,RC Deportivo,Real Madrid,"['Daniel Aranzubia', 'Manuel Pablo', 'Alberto Lopo', 'Diego Colotto', 'Laure', 'Juan Rodríguez', 'Juan Valerón', 'Antonio Tomás', 'Pablo Álvarez', 'Juca', 'Adrián']","['Iker Casillas', 'Sergio Ramos', 'Raúl Albiol', 'Álvaro Arbeloa', 'Marcelo', 'Kaká', 'Xabi Alonso', 'Guti', 'Esteban Granero', 'Raúl', 'Karim Benzema']"
2010-01-31,Xerez CD,Mallorca,"['Renan', 'Leandro Gioda', 'Aythami Artiles', 'Casado', 'Redondo', 'Sidi Keita', 'Álex Bergantiños', 'Carlos Calvo', 'Momo', 'Fabián Orellana', 'Mario Bermejo']","['Dudu Aouate', 'José Nunes', 'Rubén González', 'Mattioni', 'Enrique Corrales', 'José Martí', 'Bruno China', 'Julio Álvarez', 'Gonzalo Castro', 'Aritz Aduriz', 'Pierre Webó']"
2010-01-31,Villarreal,Osasuna,"['Diego López', 'Ángel López', 'Joan Capdevila', 'Iván Marcano', 'Diego Godín', 'Marcos Senna', 'Cani', 'Robert Pirès', 'Bruno', 'Nilmar', 'Joseba Llorente']","['Ricardo', 'Juanfran', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'César Azpilicueta', 'Javad Nekounam', 'Masoud Shojaei', 'Francisco Puñal', 'Camuñas', 'Walter Pandiani']"
2010-01-31,Tenerife,Real Zaragoza,"['Sergio Aragoneses', 'Manolo Martínez', 'Marc Bertrán', 'Pablo Sicilia', 'Ezequiel Luna', 'Mikel Alonso', 'Ricardo León', 'Juanlu Hens', 'Daniel Kome', 'Alejandro Alfaro', 'Nino']","['Juan Carrizo', 'Carlos Diogo', 'Matteo Contini', 'Ruben Pulido', 'Eliseu', 'Jiri Jarosik', 'Jermaine Pennant', 'Angel Lafita', 'Leonardo Ponzio', 'Ander Herrera', 'Humberto Suazo']"
2010-01-31,Real Valladolid,Almería,"['Justo Villar', 'Luis Prieto', 'César Arzo', 'Marcos', 'Pedro López', 'Fabian Canobbio', 'Pelé', 'Álvaro Rubio', 'Nauzet Alemán', 'Manucho', 'Diego Costa']","['Diego Alves', 'Hernán Pellerano', 'Cisma', 'Chico Flores', 'Michel Macedo', ""Modeste M'bami"", 'Hernán Bernardello', 'Albert Crusat', 'Corona', 'Soriano', 'Henok Goitom']"
2010-01-31,Getafe,Racing,"['Jordi Codina', 'Miguel Torres', 'Cata Díaz', 'Rafa', 'Mané', 'Derek Boateng', 'Javi Casquero', 'Juan Albín', 'Pedro León', 'Manu Del Moral', 'Roberto Soldado']","['Fabio Coltorti', 'Pinillos', 'Moratón', 'José Crespo', 'Henrique', 'Pape Diop', 'Óscar Serrano', 'Lacen', 'Toni Moral', 'Mohamed Tchité', 'Alexandre Geijo']"
2010-01-31,Atlético,Málaga,"['David De Gea', 'Thomas Ujfalusi', 'Antonio López', 'Luis Perea', 'Álvaro Domínguez', 'Simão', 'Tiago', 'José Jurado', 'Ignacio Camacho', 'Diego Forlán', 'Ibrahima Baldé']","['Gustavo Munúa', 'Weligton', 'Jesús Gámez', 'Manu Torres', 'Iván González', 'Fernando', 'Duda', 'Selim Benachour', 'Javier López', 'Toribio', 'Felipe Caicedo']"
2010-01-31,Sevilla,Valencia,"['Andrés Palop', 'Julien Escudé', 'Fernando Navarro', 'Adriano', 'Marius Stankevičius', 'Jesús Navas', 'Didier Zokora', 'Renato', 'Frédéric Kanouté', 'Álvaro Negredo', 'Diego Perotti']","['César', 'Carlos Marchena', 'Miguel', 'David Navarro', 'Alexis', 'Bruno Saltor', 'David Albelda', 'David Silva', 'Juan Mata', 'Pablo Hernández', 'David Villa']"
2010-02-06,Valencia,Real Valladolid,"['César', 'Jérémy Mathieu', 'David Navarro', 'Bruno Saltor', 'Dealbert', 'David Albelda', 'David Silva', 'Juan Mata', 'Éver Banega', 'Pablo Hernández', 'David Villa']","['Justo Villar', 'Asier Del Horno', 'César Arzo', 'Nivaldo', 'Pedro López', 'Haris Medunjanin', 'Borja', 'Fabian Canobbio', 'Sesma', 'Lázaro', 'Diego Costa']"
2010-02-06,Barcelona,Getafe,"['Víctor Valdés', 'Gabriel Milito', 'Éric-Sylvain Abidal', 'Maxwell', 'Gerard Piqué', 'Andrés Iniesta', 'Xavi', 'Seydou Keita', 'Yaya Touré', 'Lionel Messi', 'Zlatan Ibrahimovic']","['Jordi Codina', 'Miguel Torres', 'Cata Díaz', 'Rafa', 'Mané', 'Derek Boateng', 'Juan Albín', 'Daniel Parejo', 'Pedro Ríos', 'Roberto Soldado', 'Miku']"
2010-02-06,Real Madrid,Espanyol,"['Iker Casillas', 'Sergio Ramos', 'Raúl Albiol', 'Álvaro Arbeloa', 'Marcelo', 'Kaká', 'Xabi Alonso', 'Guti', 'Esteban Granero', 'Raúl', 'Karim Benzema']","['Carlos Kameni', 'David García', 'Nicolás Pareja', 'Facundo Roncaglia', 'Víctor Ruiz', 'Joan Verdú', 'Javi Márquez', 'Raúl Baena', 'Luis García', 'Coro', 'Pablo Osvaldo']"
2010-02-07,Málaga,RC Deportivo,"['Gustavo Munúa', 'Patrick Mtiliga', 'Manuel Gaspar', 'Milan Stepanov', 'Iván González', 'Fernando', 'Duda', 'Selim Benachour', 'Javier López', 'Toribio', 'Felipe Caicedo']","['Daniel Aranzubia', 'Manuel Pablo', 'Alberto Lopo', 'Diego Colotto', 'Laure', 'Juan Rodríguez', 'Antonio Tomás', 'Pablo Álvarez', 'Juca', 'Bodipo', 'Adrián']"
2010-02-07,Athletic,Xerez CD,"['Gorka Iraizoz', 'Andoni Iraola', 'Fernando Amorebieta', 'Xabi Castillo', 'Carlos Gurpegui', 'Pablo Orbaiz', 'Javi Martínez', 'Mikel San José', 'Iker Muniain', 'Fernando Llorente', 'Gaizka Toquero']","['Renan', 'Leandro Gioda', 'Aythami Artiles', 'Casado', 'Redondo', 'Sidi Keita', 'Víctor Sánchez', 'Moreno', 'Carlos Calvo', 'Momo', 'Mario Bermejo']"
2010-02-07,Mallorca,Villarreal,"['Dudu Aouate', 'Josemi', 'José Nunes', 'Ayoze Díaz', 'Rubén González', 'Mario Suárez', 'José Martí', 'Borja Valero', 'Julio Álvarez', 'Gonzalo Castro', 'Aritz Aduriz']","['Diego López', 'Gonzalo Rodríguez', 'Javi Venta', 'Joan Capdevila', 'Diego Godín', 'Marcos Senna', 'Robert Pirès', 'David Fuster', 'Bruno', 'Nilmar', 'Joseba Llorente']"
2010-02-07,Osasuna,Tenerife,"['Ricardo', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'César Azpilicueta', 'Javad Nekounam', 'Masoud Shojaei', 'Camuñas', 'Rúper', 'Walter Pandiani', 'Carlos Aranda']","['Sergio Aragoneses', 'Manolo Martínez', 'Marc Bertrán', 'Pablo Sicilia', 'Ezequiel Luna', 'Mikel Alonso', 'Ricardo León', 'Juanlu Hens', 'Daniel Kome', 'Alejandro Alfaro', 'Nino']"
2010-02-07,Almería,Real Sporting,"['Diego Alves', 'Santiago Acasiete', 'Cisma', 'Chico Flores', 'Michel Macedo', ""Modeste M'bami"", 'Hernán Bernardello', 'Albert Crusat', 'Corona', 'Soriano', 'Henok Goitom']","['Juan Pablo', 'Gregory', 'Canella', 'Gerard', 'Rafael Sastre', 'Pedro', 'Rivera', 'Portilla', 'Diego Castro', 'Mate Bilic', 'Barral']"
2010-02-07,Real Zaragoza,Sevilla,"['Juan Carrizo', 'Javier Paredes', 'Matteo Contini', 'Ruben Pulido', 'Eliseu', 'Jiri Jarosik', 'Gabi', 'Leonardo Ponzio', 'Javier Arizmendi', 'Humberto Suazo', 'Adrián Colunga']","['Andrés Palop', 'Julien Escudé', 'Adriano', 'Marius Stankevičius', 'Lolo', 'Juan Cala', 'Aldo Duscher', 'José Carlos', 'Diego Capel', 'Frédéric Kanouté', 'Álvaro Negredo']"
2010-02-07,Racing,Atlético,"['Fabio Coltorti', 'Pinillos', 'Marc Torrejón', 'José Crespo', 'Henrique', 'Pape Diop', 'Gonzalo Colsa', 'Sergio Canales', 'Toni Moral', 'Pedro Munitis', 'Mohamed Tchité']","['David De Gea', 'Thomas Ujfalusi', 'Antonio López', 'Luis Perea', 'Álvaro Domínguez', 'Simão', 'Tiago', 'José Jurado', 'Paulo Assunção', 'Raúl García', 'Diego Forlán']"
2010-02-13,Real Sporting,Valencia,"['Juan Pablo', 'Gregory', 'Canella', 'Alberto Botía', 'Lora', 'Rivera', 'Carmelo', 'Portilla', 'Miguel De Las Cuevas', 'Diego Castro', 'Mate Bilic']","['César', 'Carlos Marchena', 'Jérémy Mathieu', 'Bruno Saltor', 'Dealbert', 'David Albelda', 'David Silva', 'Juan Mata', 'Éver Banega', 'Pablo Hernández', 'David Villa']"
2010-02-13,Xerez CD,Real Madrid,"['Renan', 'Leandro Gioda', 'Aythami Artiles', 'Casado', 'Redondo', 'Sidi Keita', 'Víctor Sánchez', 'Moreno', 'Carlos Calvo', 'Momo', 'Mario Bermejo']","['Iker Casillas', 'Sergio Ramos', 'Ezequiel Garay', 'Álvaro Arbeloa', 'Marcelo', 'Kaká', 'Xabi Alonso', 'Lassana Diarra', 'Esteban Granero', 'Cristiano Ronaldo', 'Gonzalo Higuaín']"
2010-02-13,Villarreal,Athletic,"['Diego López', 'Gonzalo Rodríguez', 'Javi Venta', 'Joan Capdevila', 'Diego Godín', 'Marcos Senna', 'Cani', 'Robert Pirès', 'David Fuster', 'Javier Matilla', 'Nilmar']","['Gorka Iraizoz', 'Andoni Iraola', 'Fernando Amorebieta', 'Xabi Castillo', 'De Marcos', 'Carlos Gurpegui', 'Igor Gabilondo', 'Pablo Orbaiz', 'Javi Martínez', 'Mikel San José', 'Fernando Llorente']"
2010-02-14,Espanyol,RC Deportivo,"['Carlos Kameni', 'David García', 'Javier Chica', 'Nicolás Pareja', 'Víctor Ruiz', 'Joan Verdú', 'Javi Márquez', 'Raúl Baena', 'Luis García', 'Iván Alonso', 'José Callejón']","['Daniel Aranzubia', 'Manuel Pablo', 'Alberto Lopo', 'Diego Colotto', 'Laure', 'Juan Rodríguez', 'Antonio Tomás', 'Juca', 'Iván Pérez', 'Bodipo', 'Adrián']"
2010-02-14,Real Valladolid,Real Zaragoza,"['Justo Villar', 'Asier Del Horno', 'César Arzo', 'Pedro López', 'Haris Medunjanin', 'Borja', 'Pelé', 'Baraja', 'Sesma', 'Manucho', 'Diego Costa']","['Juan Carrizo', 'Matteo Contini', 'Ruben Pulido', 'Eliseu', 'Jiri Jarosik', 'Gabi', 'Angel Lafita', 'Leonardo Ponzio', 'Ander Herrera', 'Javier Arizmendi', 'Humberto Suazo']"
2010-02-14,Getafe,Almería,"['Jordi Codina', 'Miguel Torres', 'Cata Díaz', 'Rafa', 'Mané', 'Javi Casquero', 'Fabio Celestini', 'Pedro León', 'Daniel Parejo', 'Manu Del Moral', 'Roberto Soldado']","['Diego Alves', 'Santiago Acasiete', 'Hernán Pellerano', 'Cisma', 'Michel Macedo', ""Modeste M'bami"", 'Hernán Bernardello', 'Albert Crusat', 'Soriano', 'Pablo Piatti', 'Henok Goitom']"
2010-02-14,Racing,Málaga,"['Fabio Coltorti', 'Pinillos', 'Oriol', 'Moratón', 'Marc Torrejón', 'Pape Diop', 'Lacen', 'Sergio Canales', 'Toni Moral', 'Pedro Munitis', 'Mohamed Tchité']","['Gustavo Munúa', 'Manuel Gaspar', 'Milan Stepanov', 'Weligton', 'Manu Torres', 'Fernando', 'Duda', 'Selim Benachour', 'Javier López', 'Toribio', 'Felipe Caicedo']"
2010-02-14,Sevilla,Osasuna,"['Andrés Palop', 'Julien Escudé', 'Adriano', 'Federico Fazio', 'Marius Stankevičius', 'Jesús Navas', 'Didier Zokora', 'Renato', 'Diego Capel', 'Frédéric Kanouté', 'Luís Fabiano']","['Ricardo', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'Echaide', 'Javad Nekounam', 'Masoud Shojaei', 'Francisco Puñal', 'Camuñas', 'Calleja', 'Walter Pandiani']"
2010-02-14,Atlético,Barcelona,"['David De Gea', 'Thomas Ujfalusi', 'Antonio López', 'Luis Perea', 'Álvaro Domínguez', 'Simão', 'Tiago', 'Paulo Assunção', 'José Reyes', 'Sergio Agüero', 'Diego Forlán']","['Víctor Valdés', 'Gabriel Milito', 'Carles Puyol', 'Maxwell', 'Andrés Iniesta', 'Xavi', 'Seydou Keita', 'Sergio Busquets', 'Jeffren', 'Lionel Messi', 'Zlatan Ibrahimovic']"
2010-02-15,Tenerife,Mallorca,"['Sergio Aragoneses', 'Marc Bertrán', 'Pablo Sicilia', 'Ezequiel Luna', 'Culebras', 'Mikel Alonso', 'Ricardo León', 'Juanlu Hens', 'Alejandro Alfaro', 'Omar', 'Nino']","['Dudu Aouate', 'Josemi', 'José Nunes', 'Ayoze Díaz', 'Iván Ramis', 'Mario Suárez', 'José Martí', 'Borja Valero', 'Julio Álvarez', 'Gonzalo Castro', 'Aritz Aduriz']"
2010-02-20,RC Deportivo,Xerez CD,"['Daniel Aranzubia', 'Manuel Pablo', 'Alberto Lopo', 'Diego Colotto', 'Laure', 'Andrés Guardado', 'Juan Rodríguez', 'Pablo Álvarez', 'Juca', 'Bodipo', 'Riki']","['Renan', 'Leandro Gioda', 'Casado', 'David Prieto', 'Francis Pérez', 'Sidi Keita', 'Víctor Sánchez', 'Moreno', 'Carlos Calvo', 'Momo', 'Mario Bermejo']"
2010-02-20,Barcelona,Racing,"['Víctor Valdés', 'Carles Puyol', 'Rafael Márquez', 'Maxwell', 'Gerard Piqué', 'Andrés Iniesta', 'Yaya Touré', 'Sergio Busquets', 'Lionel Messi', 'Thierry Henry', 'Bojan']","['Fabio Coltorti', 'Oriol', 'Marc Torrejón', 'José Crespo', 'Henrique', 'Pape Diop', 'Óscar Serrano', 'Lacen', 'Sergio Canales', 'Toni Moral', 'Xisco Jiménez']"
2010-02-20,Mallorca,Sevilla,"['Dudu Aouate', 'Josemi', 'José Nunes', 'Ayoze Díaz', 'Iván Ramis', 'Mario Suárez', 'José Martí', 'Borja Valero', 'Julio Álvarez', 'Gonzalo Castro', 'Aritz Aduriz']","['Andrés Palop', 'Ivica Dragutinovic', 'Fernando Navarro', 'Federico Fazio', 'Marius Stankevičius', 'Jesús Navas', 'Didier Zokora', 'Aldo Duscher', 'Renato', 'Diego Capel', 'Álvaro Negredo']"
2010-02-21,Málaga,Espanyol,"['Gustavo Munúa', 'Milan Stepanov', 'Weligton', 'Jesús Gámez', 'Manu Torres', 'Fernando', 'Duda', 'Selim Benachour', 'Javier López', 'Toribio', 'Felipe Caicedo']","['Carlos Kameni', 'David García', 'Javier Chica', 'Nicolás Pareja', 'Víctor Ruiz', 'Joan Verdú', 'Javi Márquez', 'Raúl Baena', 'Luis García', 'Iván Alonso', 'José Callejón']"
2010-02-21,Athletic,Tenerife,"['Gorka Iraizoz', 'Andoni Iraola', 'Fernando Amorebieta', 'Koikili', 'Carlos Gurpegui', 'Igor Gabilondo', 'David López', 'Mikel San José', 'Ander Iturraspe', 'Fernando Llorente', 'Gaizka Toquero']","['Sergio Aragoneses', 'Marc Bertrán', 'Pablo Sicilia', 'Ezequiel Luna', 'Culebras', 'Ayoze', 'Mikel Alonso', 'Ricardo León', 'Juanlu Hens', 'Alejandro Alfaro', 'Nino']"
2010-02-21,Osasuna,Real Valladolid,"['Ricardo', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'César Azpilicueta', 'Javad Nekounam', 'Masoud Shojaei', 'Francisco Puñal', 'Camuñas', 'Walter Pandiani', 'Carlos Aranda']","['Justo Villar', 'Asier Del Horno', 'César Arzo', 'Pedro López', 'Borja', 'Baraja', 'Sesma', 'Lázaro', 'Keko Gontán', 'Manucho', 'Bueno']"
2010-02-21,Real Zaragoza,Real Sporting,"['Juan Carrizo', 'Matteo Contini', 'Eliseu', 'Marko Babic', 'Jiri Jarosik', 'Edmilson', 'Gabi', 'Angel Lafita', 'Leonardo Ponzio', 'Humberto Suazo', 'Adrián Colunga']","['Juan Pablo', 'Gregory', 'Canella', 'Alberto Botía', 'Lora', 'Rivera', 'Milan Smiljanić', 'Carmelo', 'Miguel De Las Cuevas', 'Diego Castro', 'Mate Bilic']"
2010-02-21,Almería,Atlético,"['Diego Alves', 'Hernán Pellerano', 'Cisma', 'Chico Flores', 'Michel Macedo', ""Modeste M'bami"", 'Leonardo Borzani', 'Albert Crusat', 'Soriano', 'Pablo Piatti', 'Henok Goitom']","['Sergio Asenjo', 'Thomas Ujfalusi', 'Antonio López', 'Luis Perea', 'Álvaro Domínguez', 'Simão', 'Tiago', 'José Jurado', 'Paulo Assunção', 'José Reyes', 'Diego Forlán']"
2010-02-21,Real Madrid,Villarreal,"['Iker Casillas', 'Raúl Albiol', 'Sergio Ramos', 'Marcelo', 'Álvaro Arbeloa', 'Xabi Alonso', 'Lassana Diarra', 'Esteban Granero', 'Cristiano Ronaldo', 'Gonzalo Higuaín', 'Kaká']","['Diego López', 'Mateo Musacchio', 'Iván Marcano', 'Joan Capdevila', 'Javi Venta', 'Bruno', 'Javier Matilla', 'Marcos Senna', 'David Fuster', 'Nilmar', 'Marco Ruben']"
2010-02-22,Valencia,Getafe,"['César', 'Carlos Marchena', 'Miguel', 'Alexis', 'Dealbert', 'David Albelda', 'David Silva', 'Alejandro Domínguez', 'Éver Banega', 'Joaquín', 'David Villa']","['Jordi Codina', 'Miguel Torres', 'Cata Díaz', 'Rafa', 'Mané', 'Derek Boateng', 'Javi Casquero', 'Pedro León', 'Daniel Parejo', 'Manu Del Moral', 'Miku']"
2010-02-27,Getafe,Real Zaragoza,"['Jordi Codina', 'David Cortés', 'Miguel Torres', 'Cata Díaz', 'Rafa', 'Derek Boateng', 'Javi Casquero', 'Pedro León', 'Daniel Parejo', 'Manu Del Moral', 'Roberto Soldado']","['Roberto Jiménez', 'Matteo Contini', 'Ruben Pulido', 'Eliseu', 'Jiri Jarosik', 'Edmilson', 'Gabi', 'Leonardo Ponzio', 'Ander Herrera', 'Javier Arizmendi', 'Humberto Suazo']"
2010-02-27,Tenerife,Real Madrid,"['Sergio Aragoneses', 'Manolo Martínez', 'Marc Bertrán', 'Pablo Sicilia', 'Ezequiel Luna', 'Ayoze', 'Richi', 'Ricardo León', 'Juanlu Hens', 'Alejandro Alfaro', 'Nino']","['Iker Casillas', 'Sergio Ramos', 'Raúl Albiol', 'Ezequiel Garay', 'Marcelo', 'Kaká', 'Xabi Alonso', 'Lassana Diarra', 'Esteban Granero', 'Cristiano Ronaldo', 'Gonzalo Higuaín']"
2010-02-27,Barcelona,Málaga,"['Víctor Valdés', 'Carles Puyol', 'Daniel Alves', 'Maxwell', 'Gerard Piqué', 'Andrés Iniesta', 'Xavi', 'Sergio Busquets', 'Lionel Messi', 'Zlatan Ibrahimovic', 'Pedro']","['Gustavo Munúa', 'Manuel Gaspar', 'Milan Stepanov', 'Weligton', 'Manu Torres', 'Fernando', 'Duda', 'Juanito', 'Toribio', 'Víctor Obinna', 'Baha']"
2010-02-28,Xerez CD,Espanyol,"['Renan', 'Leandro Gioda', 'Aythami Artiles', 'Casado', 'Mendoza', 'Abel Gómez', 'Víctor Sánchez', 'Moreno', 'Carlos Calvo', 'Momo', 'Mario Bermejo']","['Carlos Kameni', 'David García', 'Javier Chica', 'Juan Forlín', 'Víctor Ruiz', 'Moisés Hurtado', 'Joan Verdú', 'Javi Márquez', 'Luis García', 'Pablo Osvaldo', 'José Callejón']"
2010-02-28,Villarreal,RC Deportivo,"['Diego López', 'Gonzalo Rodríguez', 'Ángel López', 'Joan Capdevila', 'Diego Godín', 'Marcos Senna', 'Ariel Ibagaza', 'David Fuster', 'Bruno', 'Nilmar', 'Joseba Llorente']","['Daniel Aranzubia', 'Manuel Pablo', 'Diego Colotto', 'Piscu', 'Laure', 'Andrés Guardado', 'Juan Rodríguez', 'Antonio Tomás', 'Pablo Álvarez', 'Juan Domínguez', 'Adrián']"
2010-02-28,Real Valladolid,Mallorca,"['Justo Villar', 'Asier Del Horno', 'César Arzo', 'Pedro López', 'Haris Medunjanin', 'Borja', 'Baraja', 'Sesma', 'Keko Gontán', 'Manucho', 'Bueno']","['Dudu Aouate', 'Josemi', 'José Nunes', 'Ayoze Díaz', 'Rubén González', 'Mario Suárez', 'Varela', 'Borja Valero', 'Gonzalo Castro', 'Aritz Aduriz', 'Víctor Casadesús']"
2010-02-28,Real Sporting,Osasuna,"['Juan Pablo', 'Gregory', 'Canella', 'Alberto Botía', 'Lora', 'Rivera', 'Milan Smiljanić', 'Miguel De Las Cuevas', 'Diego Castro', 'Luis Morán', 'Mate Bilic']","['Ricardo', 'Juanfran', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'César Azpilicueta', 'Javad Nekounam', 'Krisztian Vadocz', 'Camuñas', 'Walter Pandiani', 'Carlos Aranda']"
2010-02-28,Racing,Almería,"['Toño', 'Pinillos', 'Oriol', 'Bolaño', 'Henrique', 'Gonzalo Colsa', 'Óscar Serrano', 'Lacen', 'Sergio Canales', 'Pedro Munitis', 'Mohamed Tchité']","['Diego Alves', 'Guilherme Santos', 'Hernán Pellerano', 'Chico Flores', 'Michel Macedo', ""Modeste M'bami"", 'Hernán Bernardello', 'Albert Crusat', 'Soriano', 'Pablo Piatti', 'Henok Goitom']"
2010-02-28,Sevilla,Athletic,"['Andrés Palop', 'Ivica Dragutinovic', 'Adriano', 'Federico Fazio', 'Marius Stankevičius', 'Jesús Navas', 'Christian Romaric', 'Renato', 'Frédéric Kanouté', 'Lautaro Acosta', 'Diego Perotti']","['Gorka Iraizoz', 'Andoni Iraola', 'Fernando Amorebieta', 'Xabi Castillo', 'De Marcos', 'Carlos Gurpegui', 'Igor Gabilondo', 'Javi Martínez', 'Mikel San José', 'Ander Iturraspe', 'Fernando Llorente']"
2010-02-28,Atlético,Valencia,"['David De Gea', 'Thomas Ujfalusi', 'Antonio López', 'Luis Perea', 'Juan Valera', 'Simão', 'Tiago', 'Paulo Assunção', 'José Reyes', 'Sergio Agüero', 'Diego Forlán']","['César', 'Carlos Marchena', 'Miguel', 'Alexis', 'Dealbert', 'David Silva', 'Manuel Fernandes', 'Juan Mata', 'Éver Banega', 'Joaquín', 'David Villa']"
2010-03-06,RC Deportivo,Tenerife,"['Daniel Aranzubia', 'Manuel Pablo', 'Alberto Lopo', 'Diego Colotto', 'Laure', 'Andrés Guardado', 'Juan Rodríguez', 'Antonio Tomás', 'Pablo Álvarez', 'Bodipo', 'Adrián']","['Sergio Aragoneses', 'Manolo Martínez', 'Héctor Sanchez', 'Pablo Sicilia', 'Culebras', 'Ayoze', 'Richi', 'Ricardo León', 'Juanlu Hens', 'Alejandro Alfaro', 'Nino']"
2010-03-06,Almería,Barcelona,"['Diego Alves', 'Guilherme Santos', 'Hernán Pellerano', 'Cisma', 'Juanma Ortiz', 'Chico Flores', ""Modeste M'bami"", 'Hernán Bernardello', 'Albert Crusat', 'Soriano', 'Pablo Piatti']","['Víctor Valdés', 'Gabriel Milito', 'Carles Puyol', 'Daniel Alves', 'Maxwell', 'Andrés Iniesta', 'Xavi', 'Yaya Touré', 'Lionel Messi', 'Zlatan Ibrahimovic', 'Pedro']"
2010-03-06,Real Madrid,Sevilla,"['Iker Casillas', 'Sergio Ramos', 'Raúl Albiol', 'Ezequiel Garay', 'Álvaro Arbeloa', 'Marcelo', 'Kaká', 'Xabi Alonso', 'Lassana Diarra', 'Cristiano Ronaldo', 'Gonzalo Higuaín']","['Andrés Palop', 'Ivica Dragutinovic', 'Fernando Navarro', 'Abdoulay Konko', 'Federico Fazio', 'Marius Stankevičius', 'Jesús Navas', 'Didier Zokora', 'Diego Capel', 'Álvaro Negredo', 'Diego Perotti']"
2010-03-07,Málaga,Xerez CD,"['Gustavo Munúa', 'Patrick Mtiliga', 'Weligton', 'Jesús Gámez', 'Iván González', 'Fernando', 'Duda', 'Selim Benachour', 'Toribio', 'Valdo', 'Felipe Caicedo']","['Chema', 'Leandro Gioda', 'Aythami Artiles', 'Mendoza', 'Francis Pérez', 'Sidi Keita', 'Víctor Sánchez', 'Carlos Calvo', 'Momo', 'Antoñito', 'Míchel Carrilero']"
2010-03-07,Espanyol,Villarreal,"['Carlos Kameni', 'Javier Chica', 'Juan Forlín', 'Dídac Vilà', 'Víctor Ruiz', 'Moisés Hurtado', 'Joan Verdú', 'Javi Márquez', 'Luis García', 'Pablo Osvaldo', 'José Callejón']","['Diego López', 'Gonzalo Rodríguez', 'Ángel López', 'Joan Capdevila', 'Diego Godín', 'Marcos Senna', 'Ariel Ibagaza', 'David Fuster', 'Bruno', 'Nilmar', 'Joseba Llorente']"
2010-03-07,Mallorca,Real Sporting,"['Dudu Aouate', 'Josemi', 'José Nunes', 'Iván Ramis', 'Mario Suárez', 'Enrique Corrales', 'Borja Valero', 'Julio Álvarez', 'Gonzalo Castro', 'Aritz Aduriz', 'Víctor Casadesús']","['Juan Pablo', 'Gregory', 'Rafael Sastre', 'Alberto Botía', 'Cote', 'Rivera', 'Matabuena', 'Kike Mateo', 'Miguel De Las Cuevas', 'Luis Morán', 'Barral']"
2010-03-07,Osasuna,Getafe,"['Ricardo', 'Juanfran', 'Ignacio Monreal', 'Sergio', 'Miguel Flaño', 'César Azpilicueta', 'Krisztian Vadocz', 'Francisco Puñal', 'Camuñas', 'Walter Pandiani', 'Carlos Aranda']","['Oscar Ustari', 'David Belenguer', 'Miguel Torres', 'Cata Díaz', 'Mané', 'Derek Boateng', 'Fabio Celestini', 'Juan Albín', 'Pedro Ríos', 'Manu Del Moral', 'Roberto Soldado']"
2010-03-07,Athletic,Real Valladolid,"['Gorka Iraizoz', 'Andoni Iraola', 'Fernando Amorebieta', 'Xabi Castillo', 'Igor Gabilondo', 'Pablo Orbaiz', 'Javi Martínez', 'Markel Susaeta', 'Mikel San José', 'Fernando Llorente', 'Gaizka Toquero']","['Justo Villar', 'Asier Del Horno', 'César Arzo', 'Marcos', 'Borja', 'Pelé', 'Baraja', 'Lázaro', 'Keko Gontán', 'Manucho', 'Diego Costa']"
